Company ID,Companies,Exchange,Ticker,Description,Fiscal Period,Revenue,Gross Profit,EBITDA,Net Income,Enterprise Value,Primary Industry Sector,Ownership Status,Company Financing Status,Verticals,HQ Location,Last Financing Date,Last Financing Deal Type,Last Financing Size,PitchBook Link
119810-62,Trion Energy Solutions,,,"Manufacturer of advanced anode materials intended to improve lithium-ion battery performance. The company's material offers a battery system that gives a drop-in service that resolves the expansion and contraction issue, as well as other critical problems, and uses silicon-modified graphite anode materials to improve battery performances, enabling clients to improve energy storage.",,,,,,,Materials and Resources,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, Manufacturing","Calgary, Canada",30-Sep-2019,Later Stage VC,0.43,View company online
113426-29,TVP Solar,,,"Manufacturer of high-vacuum flat solar thermal panels intended for industrial-scale applications. The company's solar thermal panels provide industrial process heat & steam (especially for oil & gas), district heating, water treatment and desalination, cooling and air conditioning applications and more, enabling companies to cut carbon dioxide, make savings on operating expenses and stabilize energy supply.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, LOHAS & Wellness, TMT","Geneva, Switzerland",10-May-2022,Accelerator/Incubator,,View company online
229137-22,TWAICE,,,"Developer of predictive analytics software designed to optimize the development and operation of lithium-ion batteries. The company's software combines cloud technology with battery systems in cars to permit users to analyze the condition of lithium-ion batteries in electric vehicles in real time and to predict their lifetime, thereby enabling battery manufacturers and integrators to improve their system configuration and validate their battery systems.",FY 2021,,0.53,-7.27,-7.64,,Information Technology,Privately Held (backing),Venture Capital-Backed,"Big Data, Climate Tech, SaaS, TMT","Munich, Germany",26-Apr-2022,Early Stage VC,30.00,View company online
494272-00,Tyfast,,,"Developer of lithium batteries designed to figure out the problem of range battery cycle life limitations and charging safety. The company offers renewable energy, develops anode, and provides energy storage through batteries, enabling clients to get transport and cycling stability to get a fast charge and long cycle life.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,CleanTech,"San Diego, CA",10-Jan-2023,Grant,2.82,View company online
438130-63,UCAP Power,,,"Manufacturer of ultracapacitor-based power solution systems intended for the rapid release and storage of energy. The company's system offers reliable and adaptable power storage solutions for a range of applications, providing industrial clients with a long-lasting source that can eliminate lead-acid and other hazardous batteries.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, Manufacturing","San Diego, CA",28-Jul-2023,Early Stage VC,15.00,View company online
54283-60,Ultora,,,"Developer of nanotechnology enabled capacitors. The company develops supercapacitors for high-temperature energy storage using proprietary carbon nanotube electrodes, with CNTs grown directly on flexible foil in a single processing step.",,,,,,,Energy,Out of Business,Formerly VC-backed,"Nanotechnology, TMT","Sunnyvale, CA",01-Jan-2018,Bankruptcy: Liquidation,,View company online
105771-52,UniEnergy Technologies,,,"Manufacturer of vanadium redox flow batteries designed to provide critical buffering capabilities between bulk energy generation and sustainable energy use. The company's batteries store electrical energy in liquid electrolytes that provide utility for utility, commercial, and industrial customers, enabling clients to get batteries that offer renewable generation integration, ramping, frequency, and voltage regulation.",,,,,,,Business Products and Services (B2B),Out of Business,Formerly VC-backed,"CleanTech, Climate Tech, TMT","Mukilteo, WA",31-Mar-2022,Out of Business,,View company online
234596-98,Unique Electric Solutions,,,"Provider of transportation services intended to focus on the electrification of all vocations in commercial transportation. The company offers electrification services through the design and deployment of new chassis systems energy storage systems, power electronics and controls, enabling the process to repower any vehicle to drive or perform its function using electric power.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,Mobility Tech,"Stony Brook, NY",05-Oct-2021,Later Stage VC,2.25,View company online
471707-65,Vadecity,,,"Provider of smart city services intended to transform cities through mobility, promoting sustainability, health and progress. The company develops solutions based on data analysis focused on mobility and sustainability, real-time data collection of urban activity, energy supply solutions for electric personal mobility vehicles and more, developing intelligent solutions that respond to the needs of citizens, organizations and municipalities in matters of mobility.",,,,,,,Consumer Products and Services (B2C),Privately Held (backing),Venture Capital-Backed,"Big Data, CleanTech, Internet of Things, LOHAS & Wellness, Mobility Tech","Barcelona, Spain",17-Apr-2023,Equity Crowdfunding,,View company online
127586-26,VDB Energy,,,"Manufacturer and distributor of hydrogen-based products and services based in Hamburg Germany. The company offers electrolysis-based hydrogen generation equipment for residential and industrial applications and hydrogen-based energy storage systems for renewable energy applications, enabling users to store energy for hours to months without degradation, with a more reliable and sustainable alternative to battery storage.",FY 2022,,,0.01,-0.01,,Business Products and Services (B2B),Privately Held (backing),Accelerator/Incubator Backed,"CleanTech, Industrials, LOHAS & Wellness, Manufacturing, TMT","Hamburg, Germany",05-Feb-2007,Angel (individual),0.65,View company online
442417-69,Veloce Energy,,,"Manufacturer of energy storage and infrastructure systems intended for accelerating the electrification of transportation. The company offers technical and business model innovation in electric vehicle charging, including a modular and scalable battery energy storage, site control, and communications system as well as a flexible, expandable, above-ground installation system, enabling clients to reduce interconnection needs and streamlining design, construction, and operations for charger deployments.",,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,Manufacturing,"Los Angeles, CA",19-Apr-2023,Early Stage VC,4.00,View company online
